Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000038544	Ensembl Gene Model	MGI:1913459	Inip	INTS3 and NABP interacting protein	protein coding gene
ENSMUSG00000038545	Ensembl Gene Model	MGI:1913765	Cul7	cullin 7	protein coding gene
ENSMUSG00000038546	Ensembl Gene Model	MGI:1928741	Ranbp9	RAN binding protein 9	protein coding gene
ENSMUSG00000038552	Ensembl Gene Model	MGI:1917195	Fndc4	fibronectin type III domain containing 4	protein coding gene
ENSMUSG00000038564	Ensembl Gene Model	MGI:2682064	Ift172	intraflagellar transport 172	protein coding gene
ENSMUSG00000038611	Ensembl Gene Model	MGI:2141847	Phrf1	PHD and ring finger domains 1	protein coding gene
ENSMUSG00000038623	Ensembl Gene Model	MGI:1933209	Tm6sf1	transmembrane 6 superfamily member 1	protein coding gene
ENSMUSG00000038644	Ensembl Gene Model	MGI:97741	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	protein coding gene
ENSMUSG00000038658	Ensembl Gene Model	MGI:1924893	Ric1	RAB6A GEF complex partner 1	protein coding gene
ENSMUSG00000038670	Ensembl Gene Model	MGI:1336170	Mybpc2	myosin binding protein C, fast-type	protein coding gene
ENSMUSG00000038736	Ensembl Gene Model	MGI:1914679	Nudcd1	NudC domain containing 1	protein coding gene
ENSMUSG00000038740	Ensembl Gene Model	MGI:1919793	Mvb12b	multivesicular body subunit 12B	protein coding gene
ENSMUSG00000038756	Ensembl Gene Model	MGI:2683461	Ttll6	tubulin tyrosine ligase-like family, member 6	protein coding gene
ENSMUSG00000038784	Ensembl Gene Model	MGI:1859026	Cnot4	CCR4-NOT transcription complex, subunit 4	protein coding gene
ENSMUSG00000038801	Ensembl Gene Model	MGI:2655401	Scgb1c1	secretoglobin, family 1C, member 1	protein coding gene
ENSMUSG00000038822	Ensembl Gene Model	MGI:2446110	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	protein coding gene
ENSMUSG00000038831	Ensembl Gene Model	MGI:1922008	Ralgps1	Ral GEF with PH domain and SH3 binding motif 1	protein coding gene
ENSMUSG00000038855	Ensembl Gene Model	MGI:109235	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	protein coding gene
ENSMUSG00000038861	Ensembl Gene Model	MGI:1334433	Pi4kb	phosphatidylinositol 4-kinase beta	protein coding gene
ENSMUSG00000038880	Ensembl Gene Model	MGI:1930188	Mrps34	mitochondrial ribosomal protein S34	protein coding gene
ENSMUSG00000038888	Ensembl Gene Model	MGI:2385277	Ctu1	cytosolic thiouridylase subunit 1	protein coding gene
ENSMUSG00000038894	Ensembl Gene Model	MGI:109334	Irs2	insulin receptor substrate 2	protein coding gene
ENSMUSG00000038914	Ensembl Gene Model	MGI:1344352	Dido1	death inducer-obliterator 1	protein coding gene
ENSMUSG00000038957	Ensembl Gene Model	MGI:2142951	Edc3	enhancer of mRNA decapping 3	protein coding gene
ENSMUSG00000038967	Ensembl Gene Model	MGI:1343087	Pdk2	pyruvate dehydrogenase kinase, isoenzyme 2	protein coding gene
ENSMUSG00000038976	Ensembl Gene Model	MGI:2387581	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	protein coding gene
ENSMUSG00000039000	Ensembl Gene Model	MGI:2140998	Ube3c	ubiquitin protein ligase E3C	protein coding gene
ENSMUSG00000039018	Ensembl Gene Model	MGI:2685015	Mtg1	mitochondrial ribosome-associated GTPase 1	protein coding gene
ENSMUSG00000039033	Ensembl Gene Model	MGI:1923062	Tasp1	taspase, threonine aspartase 1	protein coding gene
ENSMUSG00000039043	Ensembl Gene Model	MGI:1917670	Arpin	actin-related protein 2/3 complex inhibitor	protein coding gene
ENSMUSG00000039046	Ensembl Gene Model	MGI:2138893	Usp6nl	USP6 N-terminal like	protein coding gene
ENSMUSG00000039062	Ensembl Gene Model	MGI:5000466	Anpep	alanyl (membrane) aminopeptidase	protein coding gene
ENSMUSG00000039065	Ensembl Gene Model	MGI:1915323	Fam173b	family with sequence similarity 173, member B	protein coding gene
ENSMUSG00000039081	Ensembl Gene Model	MGI:1353644	Zfp503	zinc finger protein 503	protein coding gene
ENSMUSG00000039126	Ensembl Gene Model	MGI:1925004	Prune2	prune homolog 2	protein coding gene
ENSMUSG00000039156	Ensembl Gene Model	MGI:2151156	Stim2	stromal interaction molecule 2	protein coding gene
ENSMUSG00000039157	Ensembl Gene Model	MGI:2138935	Fam102a	family with sequence similarity 102, member A	protein coding gene
ENSMUSG00000039164	Ensembl Gene Model	MGI:1918504	Naif1	nuclear apoptosis inducing factor 1	protein coding gene
ENSMUSG00000039183	Ensembl Gene Model	MGI:1347072	Nubp2	nucleotide binding protein 2	protein coding gene
ENSMUSG00000039201	Ensembl Gene Model	MGI:2444862	Tbc1d25	TBC1 domain family, member 25	protein coding gene
ENSMUSG00000039202	Ensembl Gene Model	MGI:1914344	Abhd2	abhydrolase domain containing 2	protein coding gene
ENSMUSG00000039205	Ensembl Gene Model	MGI:1920234	Ciz1	CDKN1A interacting zinc finger protein 1	protein coding gene
ENSMUSG00000039206	Ensembl Gene Model	MGI:2442032	Daglb	diacylglycerol lipase, beta	protein coding gene
ENSMUSG00000039234	Ensembl Gene Model	MGI:1916858	Sec24d	Sec24 related gene family, member D (S. cerevisiae)	protein coding gene
ENSMUSG00000039242	Ensembl Gene Model	MGI:2145517	B3galnt2	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2	protein coding gene
ENSMUSG00000039252	Ensembl Gene Model	MGI:2180196	Lgi2	leucine-rich repeat LGI family, member 2	protein coding gene
ENSMUSG00000039253	Ensembl Gene Model	MGI:2679256	Fn3krp	fructosamine 3 kinase related protein	protein coding gene
ENSMUSG00000039275	Ensembl Gene Model	MGI:1916087	Foxk2	forkhead box K2	protein coding gene
ENSMUSG00000039337	Ensembl Gene Model	MGI:1918206	Tex19.2	testis expressed gene 19.2	protein coding gene
ENSMUSG00000039347	Ensembl Gene Model	MGI:1923502	Atp6v0e2	ATPase, H+ transporting, lysosomal V0 subunit E2	protein coding gene
ENSMUSG00000039354	Ensembl Gene Model	MGI:1859183	Smarcal1	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	protein coding gene
ENSMUSG00000039461	Ensembl Gene Model	MGI:1918829	Tcta	T cell leukemia translocation altered gene	protein coding gene
ENSMUSG00000039470	Ensembl Gene Model	MGI:1923452	Zdhhc2	zinc finger, DHHC domain containing 2	protein coding gene
ENSMUSG00000039474	Ensembl Gene Model	MGI:1328355	Wfs1	wolframin ER transmembrane glycoprotein	protein coding gene
ENSMUSG00000039519	Ensembl Gene Model	MGI:104978	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	protein coding gene
ENSMUSG00000039539	Ensembl Gene Model	MGI:2388820	Sgcz	sarcoglycan zeta	protein coding gene
ENSMUSG00000039611	Ensembl Gene Model	MGI:1914313	Tmem246	transmembrane protein 246	protein coding gene
ENSMUSG00000039616	Ensembl Gene Model	MGI:1915841	Mocos	molybdenum cofactor sulfurase	protein coding gene
ENSMUSG00000039621	Ensembl Gene Model	MGI:3040696	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein coding gene
ENSMUSG00000039652	Ensembl Gene Model	MGI:2443075	Cpeb3	cytoplasmic polyadenylation element binding protein 3	protein coding gene
ENSMUSG00000039656	Ensembl Gene Model	MGI:98215	Rxrb	retinoid X receptor beta	protein coding gene
ENSMUSG00000039662	Ensembl Gene Model	MGI:1888594	Icmt	isoprenylcysteine carboxyl methyltransferase	protein coding gene
ENSMUSG00000039676	Ensembl Gene Model	MGI:1922818	Capsl	calcyphosine-like	protein coding gene
ENSMUSG00000039704	Ensembl Gene Model	MGI:2444173	Lmbrd2	LMBR1 domain containing 2	protein coding gene
ENSMUSG00000039741	Ensembl Gene Model	MGI:2679272	Bahcc1	BAH domain and coiled-coil containing 1	protein coding gene
ENSMUSG00000039745	Ensembl Gene Model	MGI:1859271	Htatip2	HIV-1 Tat interactive protein 2	protein coding gene
ENSMUSG00000039747	Ensembl Gene Model	MGI:2443195	Orai2	ORAI calcium release-activated calcium modulator 2	protein coding gene
ENSMUSG00000039756	Ensembl Gene Model	MGI:1923173	Dnttip2	deoxynucleotidyltransferase, terminal, interacting protein 2	protein coding gene
ENSMUSG00000039771	Ensembl Gene Model	MGI:109582	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	protein coding gene
ENSMUSG00000039787	Ensembl Gene Model	MGI:2139134	Cercam	cerebral endothelial cell adhesion molecule	protein coding gene
ENSMUSG00000039810	Ensembl Gene Model	MGI:2143670	Zc3h10	zinc finger CCCH type containing 10	protein coding gene
ENSMUSG00000039834	Ensembl Gene Model	MGI:2682313	Zfp335	zinc finger protein 335	protein coding gene
ENSMUSG00000039835	Ensembl Gene Model	MGI:106390	Nhsl1	NHS-like 1	protein coding gene
ENSMUSG00000039840	Ensembl Gene Model	MGI:1918673	Epg5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	protein coding gene
ENSMUSG00000039841	Ensembl Gene Model	MGI:1889334	Zfp800	zinc finger protein 800	protein coding gene
ENSMUSG00000039908	Ensembl Gene Model	MGI:2444589	Slc26a11	solute carrier family 26, member 11	protein coding gene
ENSMUSG00000039917	Ensembl Gene Model	MGI:1915612	Rhbdd2	rhomboid domain containing 2	protein coding gene
ENSMUSG00000039960	Ensembl Gene Model	MGI:1916831	Rhou	ras homolog family member U	protein coding gene
ENSMUSG00000039967	Ensembl Gene Model	MGI:1353423	Zfp292	zinc finger protein 292	protein coding gene
ENSMUSG00000039976	Ensembl Gene Model	MGI:2652878	Tbc1d16	TBC1 domain family, member 16	protein coding gene
ENSMUSG00000039987	Ensembl Gene Model	MGI:1916020	Phtf2	putative homeodomain transcription factor 2	protein coding gene
ENSMUSG00000039989	Ensembl Gene Model	MGI:1195985	Cbx4	chromobox 4	protein coding gene
ENSMUSG00000040033	Ensembl Gene Model	MGI:103039	Stat2	signal transducer and activator of transcription 2	protein coding gene
ENSMUSG00000040034	Ensembl Gene Model	MGI:1917162	Nup43	nucleoporin 43	protein coding gene
ENSMUSG00000040105	Ensembl Gene Model	MGI:1921661	Plpp6	phospholipid phosphatase 6	protein coding gene
ENSMUSG00000040118	Ensembl Gene Model	MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	protein coding gene
ENSMUSG00000040123	Ensembl Gene Model	MGI:3041170	Zmym5	zinc finger, MYM-type 5	protein coding gene
ENSMUSG00000040124	Ensembl Gene Model	MGI:2138271	Gorab	golgin, RAB6-interacting	protein coding gene
ENSMUSG00000040139	Ensembl Gene Model	MGI:1924502	9430038I01Rik	RIKEN cDNA 9430038I01 gene	protein coding gene
ENSMUSG00000040189	Ensembl Gene Model	MGI:2446120	Ccdc114	coiled-coil domain containing 114	protein coding gene
ENSMUSG00000040204	Ensembl Gene Model	MGI:1915276	Pclaf	PCNA clamp associated factor	protein coding gene
ENSMUSG00000040236	Ensembl Gene Model	MGI:1913932	Trappc5	trafficking protein particle complex 5	protein coding gene
ENSMUSG00000040289	Ensembl Gene Model	MGI:1341800	Hey1	hairy/enhancer-of-split related with YRPW motif 1	protein coding gene
ENSMUSG00000040296	Ensembl Gene Model	MGI:2442858	Ddx58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	protein coding gene
ENSMUSG00000040302	Ensembl Gene Model	MGI:2442653	Rbm48	RNA binding motif protein 48	protein coding gene
ENSMUSG00000040321	Ensembl Gene Model	MGI:2445100	Zfp770	zinc finger protein 770	protein coding gene
ENSMUSG00000040327	Ensembl Gene Model	MGI:1925559	Cul9	cullin 9	protein coding gene
ENSMUSG00000040359	Ensembl Gene Model	MGI:1914740	Ufl1	UFM1 specific ligase 1	protein coding gene
ENSMUSG00000040407	Ensembl Gene Model	MGI:2178217	Akap9	A kinase (PRKA) anchor protein (yotiao) 9	protein coding gene
ENSMUSG00000040410	Ensembl Gene Model	MGI:2140367	Fbxl4	F-box and leucine-rich repeat protein 4	protein coding gene
ENSMUSG00000040433	Ensembl Gene Model	MGI:2442866	Zbtb38	zinc finger and BTB domain containing 38	protein coding gene
ENSMUSG00000040441	Ensembl Gene Model	MGI:2143920	Slc26a10	solute carrier family 26, member 10	protein coding gene
ENSMUSG00000040451	Ensembl Gene Model	MGI:2444110	Sgms1	sphingomyelin synthase 1	protein coding gene
ENSMUSG00000040459	Ensembl Gene Model	MGI:2442985	Arglu1	arginine and glutamate rich 1	protein coding gene
ENSMUSG00000040466	Ensembl Gene Model	MGI:2385271	Blvrb	biliverdin reductase B (flavin reductase (NADPH))	protein coding gene
ENSMUSG00000040524	Ensembl Gene Model	MGI:2674092	Zfp609	zinc finger protein 609	protein coding gene
ENSMUSG00000040532	Ensembl Gene Model	MGI:1916008	Abhd11	abhydrolase domain containing 11	protein coding gene
ENSMUSG00000040537	Ensembl Gene Model	MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22	protein coding gene
ENSMUSG00000040592	Ensembl Gene Model	MGI:96431	Cd79b	CD79B antigen	protein coding gene
ENSMUSG00000040594	Ensembl Gene Model	MGI:1929706	Ranbp17	RAN binding protein 17	protein coding gene
ENSMUSG00000040616	Ensembl Gene Model	MGI:2384874	Tmem51	transmembrane protein 51	protein coding gene
ENSMUSG00000040652	Ensembl Gene Model	MGI:109492	Oaz2	ornithine decarboxylase antizyme 2	protein coding gene
ENSMUSG00000040687	Ensembl Gene Model	MGI:2444672	Madd	MAP-kinase activating death domain	protein coding gene
ENSMUSG00000040703	Ensembl Gene Model	MGI:1921384	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	protein coding gene
ENSMUSG00000040720	Ensembl Gene Model	MGI:1913435	Virma	vir like m6A methyltransferase associated	protein coding gene
ENSMUSG00000040751	Ensembl Gene Model	MGI:1926479	Lat2	linker for activation of T cells family, member 2	protein coding gene
ENSMUSG00000040795	Ensembl Gene Model	MGI:2446212	Iqcc	IQ motif containing C	protein coding gene
ENSMUSG00000040859	Ensembl Gene Model	MGI:1913466	Bsdc1	BSD domain containing 1	protein coding gene
ENSMUSG00000040940	Ensembl Gene Model	MGI:1353510	Arhgef1	Rho guanine nucleotide exchange factor (GEF) 1	protein coding gene
ENSMUSG00000040943	Ensembl Gene Model	MGI:2443298	Tet2	tet methylcytosine dioxygenase 2	protein coding gene
ENSMUSG00000040998	Ensembl Gene Model	MGI:2148811	Npnt	nephronectin	protein coding gene
ENSMUSG00000041000	Ensembl Gene Model	MGI:1914775	Trim62	tripartite motif-containing 62	protein coding gene
ENSMUSG00000041012	Ensembl Gene Model	MGI:2447167	Cmtm8	CKLF-like MARVEL transmembrane domain containing 8	protein coding gene
ENSMUSG00000041075	Ensembl Gene Model	MGI:108570	Fzd7	frizzled class receptor 7	protein coding gene
ENSMUSG00000041115	Ensembl Gene Model	MGI:3528396	Iqsec2	IQ motif and Sec7 domain 2	protein coding gene
ENSMUSG00000041132	Ensembl Gene Model	MGI:2140872	N4bp2l1	NEDD4 binding protein 2-like 1	protein coding gene
ENSMUSG00000041147	Ensembl Gene Model	MGI:109337	Brca2	breast cancer 2, early onset	protein coding gene
ENSMUSG00000041199	Ensembl Gene Model	MGI:1919186	Rpusd1	RNA pseudouridylate synthase domain containing 1	protein coding gene
ENSMUSG00000041205	Ensembl Gene Model	MGI:3607784	Map6d1	MAP6 domain containing 1	protein coding gene
ENSMUSG00000041241	Ensembl Gene Model	MGI:1915600	Mul1	mitochondrial ubiquitin ligase activator of NFKB 1	protein coding gene
ENSMUSG00000041245	Ensembl Gene Model	MGI:2652875	Wnk3	WNK lysine deficient protein kinase 3	protein coding gene
ENSMUSG00000041247	Ensembl Gene Model	MGI:2441659	Lamp3	lysosomal-associated membrane protein 3	protein coding gene
ENSMUSG00000041261	Ensembl Gene Model	MGI:88253	Car8	carbonic anhydrase 8	protein coding gene
ENSMUSG00000041263	Ensembl Gene Model	MGI:1919546	Rusc1	RUN and SH3 domain containing 1	protein coding gene
ENSMUSG00000041264	Ensembl Gene Model	MGI:2442342	Uspl1	ubiquitin specific peptidase like 1	protein coding gene
ENSMUSG00000041309	Ensembl Gene Model	MGI:1352738	Nkx6-2	NK6 homeobox 2	protein coding gene
ENSMUSG00000041319	Ensembl Gene Model	MGI:2677480	Thoc6	THO complex 6	protein coding gene
ENSMUSG00000041328	Ensembl Gene Model	MGI:1919579	Pcf11	PCF11 cleavage and polyadenylation factor subunit	protein coding gene
ENSMUSG00000041417	Ensembl Gene Model	MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	protein coding gene
ENSMUSG00000041444	Ensembl Gene Model	MGI:2450166	Arhgap32	Rho GTPase activating protein 32	protein coding gene
ENSMUSG00000041445	Ensembl Gene Model	MGI:2385618	Mmrn2	multimerin 2	protein coding gene
ENSMUSG00000041609	Ensembl Gene Model	MGI:1922915	Bicdl1	BICD family like cargo adaptor 1	protein coding gene
ENSMUSG00000041650	Ensembl Gene Model	MGI:97499	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide	protein coding gene
ENSMUSG00000041653	Ensembl Gene Model	MGI:2151796	Pnpla3	patatin-like phospholipase domain containing 3	protein coding gene
ENSMUSG00000041670	Ensembl Gene Model	MGI:2152971	Rims1	regulating synaptic membrane exocytosis 1	protein coding gene
ENSMUSG00000041679	Ensembl Gene Model	MGI:2443262	Lrrc29	leucine rich repeat containing 29	protein coding gene
ENSMUSG00000041688	Ensembl Gene Model	MGI:108440	Amot	angiomotin	protein coding gene
ENSMUSG00000041703	Ensembl Gene Model	MGI:1929518	Zic5	zinc finger protein of the cerebellum 5	protein coding gene
ENSMUSG00000041729	Ensembl Gene Model	MGI:2444283	Coro2b	coronin, actin binding protein, 2B	protein coding gene
ENSMUSG00000041774	Ensembl Gene Model	MGI:1916351	Ydjc	YdjC homolog (bacterial)	protein coding gene
ENSMUSG00000041775	Ensembl Gene Model	MGI:1916796	Mapk1ip1	mitogen-activated protein kinase 1 interacting protein 1	protein coding gene
ENSMUSG00000041779	Ensembl Gene Model	MGI:1924817	Tram2	translocating chain-associating membrane protein 2	protein coding gene
ENSMUSG00000041817	Ensembl Gene Model	MGI:2444268	Fam169a	family with sequence similarity 169, member A	protein coding gene
ENSMUSG00000041852	Ensembl Gene Model	MGI:108399	Tcf20	transcription factor 20	protein coding gene
ENSMUSG00000041872	Ensembl Gene Model	MGI:2676631	Il17f	interleukin 17F	protein coding gene
ENSMUSG00000041930	Ensembl Gene Model	MGI:3605543	Fam222a	family with sequence similarity 222, member A	protein coding gene
ENSMUSG00000042042	Ensembl Gene Model	MGI:1926002	Csgalnact2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein coding gene
ENSMUSG00000042055	Ensembl Gene Model	MGI:1920230	Wdr11	WD repeat domain 11	protein coding gene
ENSMUSG00000042066	Ensembl Gene Model	MGI:1916125	Tmcc2	transmembrane and coiled-coil domains 2	protein coding gene
ENSMUSG00000042105	Ensembl Gene Model	MGI:2141867	Inpp5f	inositol polyphosphate-5-phosphatase F	protein coding gene
ENSMUSG00000042138	Ensembl Gene Model	MGI:2384579	Msantd2	Myb/SANT-like DNA-binding domain containing 2	protein coding gene
ENSMUSG00000042148	Ensembl Gene Model	MGI:1917633	Cox10	cytochrome c oxidase assembly protein 10	protein coding gene
ENSMUSG00000042190	Ensembl Gene Model	MGI:109603	Cmklr1	chemokine-like receptor 1	protein coding gene
ENSMUSG00000042208	Ensembl Gene Model	MGI:1918925	0610010F05Rik	RIKEN cDNA 0610010F05 gene	protein coding gene
ENSMUSG00000042213	Ensembl Gene Model	MGI:1914742	Zfand4	zinc finger, AN1-type domain 4	protein coding gene
ENSMUSG00000042215	Ensembl Gene Model	MGI:1891254	Bag2	BCL2-associated athanogene 2	protein coding gene
